original_index,is_outlier,begruendung,zielspalten_bewertet
1228,False,"Die Werte sind für Elektrolyt-Tabletten im Sportbereich plausibel: Preis von 5,99€ ist realistisch für solche Produkte, die Engagement-Werte (2041 Views, 7 Replies, 4 Votes) passen zu einem Nischenprodukt im Sports & Fitness Bereich mit moderatem Interesse. Keine auffälligen Diskrepanzen erkennbar.","['replies', 'views', 'votes', 'price', 'saving']"
1229,False,"Ein 58"" 4K Smart TV für 349$ ist ein realistischer Budget-Preis für eine weniger bekannte Marke wie Sylvania. Die Engagement-Werte (3712 Views, 8 Replies, 1 Vote) passen zu einem soliden, aber nicht außergewöhnlichen TV-Deal im mittleren Preissegment.","['replies', 'views', 'votes', 'price', 'saving']"
1230,False,"Die Werte sind für einen Rabatt-Deal auf Peak Design Kameraausrüstung plausibel: 2822 Views, 7 Replies und 9 Votes zeigen moderates Interesse an einem Nischenprodukt (Kamerazubehör). Preis und Saving sind 0, da es sich um einen prozentualen Rabattcode handelt, was bei solchen Deals üblich ist.","['replies', 'views', 'votes', 'price', 'saving']"
1231,False,"Die Werte sind für eine Razer Kiyo Webcam im Kontext plausibel: Der Preis von 125$ liegt im typischen Bereich für diese Streaming-Kamera, die Ersparnis von 15$ ist moderat, und die Engagement-Werte (4776 Views, 18 Replies, 10 Votes) passen zu einem soliden Deal für ein bekanntes Markenprodukt im Peripherie-Segment.","['replies', 'views', 'votes', 'price', 'saving']"
1232,False,"Die Werte sind für eine 2TB externe SSD im Kontext plausibel: Der Preis von ~400 CAD entspricht dem Marktniveau für High-End-SSDs (SanDisk Extreme PRO), die Engagement-Werte (5257 Views, 26 Replies) passen zu einem relevanten Tech-Deal, und die leicht negativen Votes (-6) deuten auf gemischte Meinungen zum Preis-Leistungs-Verhältnis hin, was bei Premium-Produkten normal ist.","['replies', 'views', 'votes', 'price', 'saving']"
1233,False,"Die Werte sind für einen Coleman Wheeled Cooler (50 quart) im Kontext plausibel: Preis von 49.99$ ist marktüblich für diese Produktkategorie, die moderate Ersparnis von 0.50$ erklärt das geringe Engagement (nur 3 Votes, 2 Replies), während 1771 Views auf normales Interesse hindeuten. Alle Zielspalten zeigen konsistente, unauffällige Werte.","['replies', 'views', 'votes', 'price', 'saving']"
1234,False,"Die Werte sind für einen Duschkopf-Deal plausibel: Preis von 31,47 CAD liegt im typischen Bereich für Mittelklasse-Duschköpfe, und die Engagement-Werte (5105 Views, 15 Replies, 10 Votes) zeigen normales Interesse für ein Home & Garden Produkt auf einem Deal-Forum.","['replies', 'views', 'votes', 'price', 'saving']"
1235,False,"Die hohen Engagement-Werte (59.355 Views, 240 Replies) sind für ein Hypotheken-Angebot mit 2,54% Festzins plausibel, da Immobilienfinanzierung ein hochrelevantes Thema mit großem finanziellen Interesse ist. Die negativen Votes (-11) und price/saving von 0,0 (typisch für Finanzdienstleistungen ohne direkten Produktpreis) passen zum Kontext.","['replies', 'views', 'votes', 'price', 'saving']"
1236,False,"Die Werte sind für ein Premium-Katzenfutter (5kg, getreidefrei) plausibel: Preis von 39,99€ mit 33€ Ersparnis ist realistisch für diese Produktkategorie. Die moderate Engagement-Rate (582 Views, 3 Votes, 0 Replies) passt zu einem Nischen-Pet-Deal ohne außergewöhnliche Viralität.","['replies', 'views', 'votes', 'price', 'saving']"
1237,False,"Die Werte sind für einen Lebensmittel-Deal (Apple Pie für 3$) plausibel: moderate Engagement-Zahlen (1917 Views, 9 Replies, 10 Votes) passen zu einem attraktiven Grocery-Angebot bei einer bekannten Kette. Die angegebene Ersparnis von 50$ erscheint zwar hoch für einen 3$-Artikel, könnte aber ein Eingabefehler sein oder sich auf Prozent beziehen – dennoch sind die Kernmetriken im erwartbaren Bereich für diese Deal-Kategorie.","['replies', 'views', 'votes', 'price', 'saving']"
1238,True,Die 13.767 Views sind für einen Beauty-Artikel im Preissegment von 35$ extrem hoch und stehen in keinem realistischen Verhältnis zu den nur 43 Replies und 14 Votes. Diese Diskrepanz zwischen sehr hohen Views und vergleichsweise niedrigem Engagement deutet auf eine Anomalie hin.,"['replies', 'views', 'votes', 'price', 'saving']"
1239,True,"Die Anzahl der Views (43.412) ist extrem hoch im Verhältnis zu den Replies (74) und Votes (9), was ein ungewöhnliches Engagement-Muster darstellt. Für einen Ninja Foodi Grill bei $180 wäre bei dieser enormen Aufmerksamkeit deutlich mehr Interaktion (Votes/Replies) zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
1240,False,"Die Werte sind für einen wöchentlichen Grocery-Roundup-Thread plausibel: 1563 Views und 19 Votes zeigen solides Interesse an einer Übersichtssammlung von Lebensmittelangeboten. Price und Saving sind 0, da es sich um einen Sammelthread handelt, nicht um ein einzelnes Produkt. Die 3 Replies sind für einen informativen Übersichtspost normal.","['replies', 'views', 'votes', 'price', 'saving']"
1241,True,"Die Anzahl der Views (1262) ist für einen Deal mit 0 Antworten und nur 2 Votes extrem hoch und passt nicht zum geringen Engagement. Ein einfaches Keramikmesser für 5,93 CAD mit minimaler Ersparnis (0,60 CAD) würde normalerweise nicht über 1200 Aufrufe ohne entsprechende Interaktion generieren.","['replies', 'views', 'votes', 'price', 'saving']"
1242,False,"Der Preis von 198€ ist realistisch für ein Ryobi 40V Akku-Kombiset (Trimmer + Gebläse) von Home Depot. Die Engagement-Werte (2186 Views, 6 Replies, -1 Votes) sind für ein Gartengeräte-Angebot im mittleren Preissegment plausibel, wobei die leicht negative Bewertung auf moderate Deal-Qualität hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1243,False,"Die Werte sind für kostenlose Epic Games Angebote völlig typisch: Preis 0€ und Ersparnis 0€ entsprechen dem 'FREE GAMES' Konzept, während 5387 Views, 61 Votes und 12 Replies eine normale, positive Community-Resonanz für wöchentliche Gratis-Spiele-Deals zeigen.","['replies', 'views', 'votes', 'price', 'saving']"
1244,False,"Die Werte sind für einen High-End Gaming-Router (NETGEAR Nighthawk Pro Gaming XR500) im Kontext plausibel: Preis von 299,99 CAD mit 80 CAD Ersparnis ist marktüblich für diese Produktkategorie, 1089 Views und 2 Votes zeigen moderates Interesse an einem Nischenprodukt, 0 Replies sind bei einem einfachen Deal-Post ohne Diskussionsbedarf normal.","['replies', 'views', 'votes', 'price', 'saving']"
1245,False,"Die Werte sind für eine kabellose Büromaus plausibel: Preis von 10,88 CAD mit 48 CAD Ersparnis deutet auf einen starken Rabatt hin, 1549 Views und 1 Reply zeigen moderates Interesse, und -4 Votes können auf gemischte Meinungen zur Deal-Qualität hindeuten. Alle Werte liegen im erwartbaren Bereich für Computer-Zubehör.","['replies', 'views', 'votes', 'price', 'saving']"
1246,False,"Die Werte sind im Kontext plausibel: Ein Preis von 6,74$ für PS4-Spielesammlungen (Castlevania, Contra, Arcade Classics) mit 75$ Ersparnis deutet auf einen attraktiven Sale hin. Die hohen Views (7079), moderaten Replies (17) und positiven Votes (33) passen zu einem beliebten Gaming-Deal mit starkem Rabatt.","['replies', 'views', 'votes', 'price', 'saving']"
1247,False,"Die Werte sind für einen Lebensmittel-Deal plausibel: Kaffee für 5.99$ ist ein realistischer Preis, 45 Antworten und 4827 Views zeigen solides Interesse an einem Grocery-Deal, und 8 positive Votes passen zu einem durchschnittlich attraktiven Angebot. Alle Engagement-Metriken stehen im erwartbaren Verhältnis zueinander.","['replies', 'views', 'votes', 'price', 'saving']"
1248,False,"Die Werte sind im Kontext plausibel: Es handelt sich um einen Cashback-Deal (kein direkter Produktpreis, daher price=0 und saving=0 nachvollziehbar). Die 3957 Views bei moderaten 15 Replies und 3 Votes passen zu einem interessanten Rabatt-Deal bei einer bekannten Marke wie Dyson, der Aufmerksamkeit erregt, aber nicht übermäßig diskutiert wird.","['replies', 'views', 'votes', 'price', 'saving']"
1249,False,"Die Werte sind für einen Gaming-Laptop mit RTX2060, R7-4800H, 16GB RAM und 1TB SSD plausibel: Preis von 1399$ liegt im erwarteten Bereich, 200$ Ersparnis ist realistisch, und die hohen Views (5204) sowie moderate Engagement-Werte (30 Replies, 9 Votes) passen zur Attraktivität eines gut ausgestatteten Gaming-Laptops im Deal-Forum.","['replies', 'views', 'votes', 'price', 'saving']"
1250,False,"Die Werte sind für eine 10-Zoll-Kappsäge mit Ständer im Kontext plausibel: Der Preis von 499,99 CAD liegt im typischen Bereich für solche Werkzeuge, die Engagement-Werte (1510 Views, 13 Replies) sind angemessen für ein Heimwerker-Produkt, und die negativen Votes (-12) deuten auf einen als weniger attraktiv bewerteten Deal hin, was bei fehlendem Rabatt (saving: 0.0) nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
1251,False,"Die Werte sind für ein elektrisches Heizkissen im Beauty & Wellness Bereich plausibel: Preis von 19,99$ mit 20$ Ersparnis ist realistisch für solche Produkte, und die moderate Engagement-Rate (1138 Views, 3 Votes, 0 Replies) passt zu einem durchschnittlichen Deal ohne besondere Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
1252,False,"Die Werte sind für einen professionellen Canon Fotodrucker im Kontext plausibel: Preis von 299,99€ mit 200€ Ersparnis ist realistisch für diese Produktkategorie, und die moderate Engagement-Rate (884 Views, 3 Votes, 1 Reply) passt zu einem spezialisierten Peripheriegerät mit begrenzter Zielgruppe.","['replies', 'views', 'votes', 'price', 'saving']"
1253,False,"Die Werte sind für einen Victoria's Secret Sale-Deal plausibel: 60% Rabatt bei einem bekannten Marken-Sale erzeugt erwartbar hohes Interesse (6018 Views), moderate Engagement-Werte (10 Replies, 16 Votes) und der Preis von 0.0 ist typisch für Sale-Ankündigungen ohne spezifischen Einzelpreis.","['replies', 'views', 'votes', 'price', 'saving']"
1254,False,"Die Werte sind für ein kostenloses Goodie-Paket zu Cyberpunk 2077 plausibel: 1451 Views und 15 Votes zeigen moderates Interesse an einem Gratis-Angebot eines damals hocherwarteten Spiels. Preis und Ersparnis sind korrekt bei 0€, keine Replies sind bei einem einfachen Freebie-Post normal.","['replies', 'views', 'votes', 'price', 'saving']"
1255,False,"Die Werte sind für Philips Sonicare DiamondClean Bürstenköpfe (Premium-Marke) im Kontext plausibel: Preis von 39.99€ für 5er-Pack ist marktüblich, 20€ Ersparnis attraktiv, und die moderate Engagement-Rate (2571 Views, 9 Replies, 11 Votes) passt zu einem soliden Costco-Deal in der Kategorie Beauty & Wellness.","['replies', 'views', 'votes', 'price', 'saving']"
1256,False,"Die Werte sind für ein günstiges Indie-Videospiel in einem Bundle-Deal plausibel: Preis von 1,35€ ist typisch für Bundle-Angebote, moderate Engagement-Werte (1363 Views, 8 Votes, 4 Replies) passen zu einem Nischen-Party-Game, und keine Ersparnis-Angabe ist bei Bundle-Deals üblich.","['replies', 'views', 'votes', 'price', 'saving']"
1257,False,"Der Preis von 999,99 CAD für eine Marcy Smith Cage Machine mit Workout Bench ist realistisch und marktüblich für solche Fitnessgeräte. Die Engagement-Werte (2211 Views, 6 Replies, 1 Vote) sind angemessen für ein Nischenprodukt im Sports & Fitness Bereich bei Costco.","['replies', 'views', 'votes', 'price', 'saving']"
1258,True,"Die 1054 Views bei gleichzeitig 0 Replies und nur 2 Votes sind extrem ungewöhnlich. Normalerweise würde ein Deal mit über 1000 Aufrufen deutlich mehr Engagement (Antworten und Votes) generieren, was auf eine Anomalie in den Engagement-Metriken hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1259,False,"Der Preis von ~302€ für einen 8-Gallonen-Luftkompressor ist realistisch für diese Produktkategorie. Die moderaten Engagement-Werte (3 Antworten, 1177 Views, 2 Votes) passen zu einem YMMV-Deal (Your Mileage May Vary) mit eingeschränkter Verfügbarkeit, der nicht für alle Nutzer interessant ist.","['replies', 'views', 'votes', 'price', 'saving']"
1260,False,"Die Werte sind für ein Gaming-Mauspad im mittleren Preissegment ($16.66) plausibel: moderate Views (1552), einige Diskussionen (9 Replies), neutrale Votes (0) und keine angegebene Ersparnis passen zum 'Warm'-Label (kein Top-Deal). Alle Engagement-Metriken sind für ein Peripherie-Accessoire im erwartbaren Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
1261,False,"Die Werte sind für einen Film-Rental-Deal plausibel: 0,99€ ist ein typischer Aktionspreis für digitale Filmausleihe, 1334 Views, 6 Replies und 6 Votes zeigen moderates Interesse an einem Mainstream-Film (Little Women). Alle Engagement-Metriken passen zum Entertainment-Kontext und zur Attraktivität eines günstigen Rental-Angebots.","['replies', 'views', 'votes', 'price', 'saving']"
1262,False,"Die Werte sind für Skechers Herrenschuhe plausibel: Preis von 59,88 CAD liegt im typischen Bereich für Markenschuhe, 2013 Views mit 4 Antworten zeigen moderates Interesse, und 0 Votes sowie 0 Ersparnis deuten auf einen wenig spektakulären Deal hin, was konsistent ist.","['replies', 'views', 'votes', 'price', 'saving']"
1263,False,"Die Werte sind für ein Milwaukee Rotary Hammer Kit plausibel: Der Preis von 188€ liegt im erwartbaren Bereich für Profi-Elektrowerkzeug, die Views (1643) und das moderate Engagement (4 Replies, 2 Votes) passen zu einem spezialisierten Werkzeug-Deal mit begrenzter Zielgruppe.","['replies', 'views', 'votes', 'price', 'saving']"
1264,False,"Die Werte sind im Kontext plausibel: Ein Filetiermesser für 9.99 CAD mit 66 CAD Ersparnis ist ein attraktiver Deal, der moderate Engagement-Werte (1111 Views, 2 Replies, 4 Votes) rechtfertigt. Preis und Ersparnis passen zu einem Spezialwerkzeug im Sports & Fitness Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
1265,True,"Die Anzahl der Views (7565) ist für ein einfaches Werkzeug-Produkt im Wert von 4€ aus der Kategorie Home & Garden extrem hoch und steht in keinem realistischen Verhältnis zu den moderaten Engagement-Werten (20 Antworten, 21 Votes). Solch hohe Aufrufzahlen wären eher bei viral gegangenen Deals oder hochpreisigen Elektronikprodukten zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
1266,False,"Die Werte sind für einen digitalen Film-Deal im Entertainment-Bereich plausibel: Preis von 12.99€ für Pixar-Filme ist marktüblich, die Ersparnis von 47€ deutet auf ein Bundle hin, 742 Views bei 0 Replies und -1 Vote zeigen moderates Interesse ohne große Resonanz, was bei digitalen Medienangeboten normal ist.","['replies', 'views', 'votes', 'price', 'saving']"
1267,False,"Die Werte sind im Kontext plausibel: Ein kostenloses Spiel (Sonic Mania) bei Filmkauf generiert erwartbar hohes Interesse (6777 Views, 25 Replies, 13 Votes). Preis 0€ und Saving 0€ passen zur 'FREE'-Aktion, das Engagement entspricht einem attraktiven Gratis-Deal.","['replies', 'views', 'votes', 'price', 'saving']"
1268,False,"Die Werte sind für einen Schneebesen mit Teleskopfunktion plausibel: Preis von 31,97$ mit 16$ Ersparnis ist realistisch für Auto-Zubehör, 2316 Views und 10 Replies zeigen normales Interesse an einem saisonalen Produkt, und 0 Votes (neutral) ist bei durchschnittlichen Deals üblich.","['replies', 'views', 'votes', 'price', 'saving']"
1269,True,"Die Anzahl der Views (5076) ist für einen einfachen 16-Fuß-Maßband-Deal mit minimalem Preis (2,93 CAD) und ohne nennenswerte Ersparnis extrem hoch. Bei einem so gewöhnlichen Werkzeug und geringem Engagement (nur 15 Antworten, 2 Votes) wären deutlich weniger Aufrufe zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
1270,False,"Die Werte sind für ein 2er-Pack Kniebandagen im niedrigen Preissegment (13.88 CAD) plausibel. Die moderate Engagement-Rate (3036 Views, 8 Replies, 8 Votes) passt zu einem typischen Apparel-Deal ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes', 'price', 'saving']"
1271,True,"Die Kombination aus extrem hohen Views (5432) bei gleichzeitig stark negativen Votes (-15) und einem Preis von 0€ ist sehr ungewöhnlich. Ein Deal über 'Gift Cards With Activation' mit null Preis/Ersparnis, der so viel Aufmerksamkeit erhält aber stark negativ bewertet wird, deutet auf einen problematischen oder irreführenden Post hin, der nicht dem typischen Muster eines legitimen Deals entspricht.","['replies', 'views', 'votes', 'price', 'saving']"
